0,1,2,3,4,5,6,7,8,9,10,11
2020-01-19 22:15:13,TrafficChiefNG,,0,2,3,,@TemiTells @olori_Abeke @ambode44,#TrafficChief,1219020514720530432,https://twitter.com/TrafficChiefNG/status/1219020514720530432,"[11:08PM] : Someone that is mad... My brother's school has burnt, my family has left home... The fire started behind our house... Not up to 1km... Coming to say not the whole of Abule egba as if he has done anything positive"
2020-01-19 22:15:11,TrafficChiefNG,,0,0,4,,@olori_Abeke @TemiTells @ambode44,#TrafficChief,1219020507602804736,https://twitter.com/TrafficChiefNG/status/1219020507602804736,"[11:10PM] : leave them,they just want to talk..If fire from abule egba has reached ile epo,then its really getting worse..That means it has even passed super"
2020-01-19 22:15:09,TrafficChiefNG,,0,0,1,,@ambode44 @TemiTells @oreoluwa_mary,#TrafficChief,1219020495162466305,https://twitter.com/TrafficChiefNG/status/1219020495162466305,[11:13PM] : Has your Mum burnt? Cos i assume she's in Abule Egba also... Or is she on a helicopter making this long-distance phone call to you?
2020-01-19 22:00:11,TrafficChiefNG,,0,0,1,,@TheLyrikallz @daemperor007 @TemiTells,#TrafficChief,1219016730774622209,https://twitter.com/TrafficChiefNG/status/1219016730774622209,[10:56PM] : Somebody wey no know where Abule Egba dey........ All for the gram
2020-01-19 21:30:13,TrafficChiefNG,,1,2,5,,@simpleswazy @TalkactiveAfri1 @TrafficChiefNG,#TrafficChief,1219009188124168192,https://twitter.com/TrafficChiefNG/status/1219009188124168192,[10:22PM] : Just one fire fighter vehicle ...lots of properties damage ...m so scared ....had to walk my colleague down there from work about leaving to my place satu at iyana ipaja ..
2020-01-19 21:30:12,TrafficChiefNG,,0,2,2,,@simpleswazy @TalkactiveAfri1 @TrafficChiefNG,#TrafficChief,1219009185905426432,https://twitter.com/TrafficChiefNG/status/1219009185905426432,[10:23PM] : If you at iyana ipaja under bridge u can see the fire from there its that big
2020-01-19 21:30:11,TrafficChiefNG,,1,1,3,,@blackcoin02 @bustopsng @TrafficChiefNG @Itz_Konani,#TrafficChief,1219009182138941441,https://twitter.com/TrafficChiefNG/status/1219009182138941441,[10:23PM] : JUST IN: Pipeline explosion rocks Abule Egba  Download Now
2020-01-19 21:30:10,TrafficChiefNG,,2,3,3,,@simpleswazy @TalkactiveAfri1 @TrafficChiefNG,#TrafficChief,1219009176220815361,https://twitter.com/TrafficChiefNG/status/1219009176220815361,[10:26PM] : I took this from iyana ipaja
2020-01-19 21:30:08,TrafficChiefNG,,2,3,5,,@simpleswazy @ChidiJohn6,#TrafficChief,1219009170155794432,https://twitter.com/TrafficChiefNG/status/1219009170155794432,[10:29PM] : Pictures from iyana ipaja...it's horrible
2020-01-19 21:15:11,TrafficChiefNG,,0,9,4,,@Marketplaces247,#AbuleEgbaFire #TrafficChief,1219005406845927425,https://twitter.com/TrafficChiefNG/status/1219005406845927425,"[10:09PM] : Just in: Fire Fighters are trying to get their way in but it has not been easy because of the bad road. The incident happened close to the popular ""Ago Adura"" Church in Abule Egba. cc:"
2020-01-19 21:00:15,TrafficChiefNG,theadedolapo,0,6,4,,@gbengaajiboy @lasemasocial @followlastma @Mr_JAGs @PoliceNG @LagosTalks913,#TrafficChief,1219001647583518720,https://twitter.com/TrafficChiefNG/status/1219001647583518720,[9:47PM] : Pipeline explosion at Abule Egba. Responders should please do a proper job of crowd control. 
2020-01-19 21:00:12,TrafficChiefNG,,0,8,6,,@damilareadenola @TrafficChiefNG,#TrafficChief,1219001636917395457,https://twitter.com/TrafficChiefNG/status/1219001636917395457,"[9:53PM] : This is unconfirmed, the reported Abule Egba pipeline fire is actually the NNPC filling station on Ekoro Road on fire. Apparently a vehicle collided with the fuel pump and caused the inferno."
2020-01-19 21:00:11,TrafficChiefNG,,0,3,1,,@KoikiMedia @followlasg @TrafficChiefNG @TrafficChiefNG @TrafficChiefNG,#BREAKING_NEWS #abuleEgba #TrafficChief,1219001630118383616,https://twitter.com/TrafficChiefNG/status/1219001630118383616,[9:56PM] : Happening now at Abule egba. Pipeline bursted and everyone is running for their lives. Please call your loved ones. _NEWS
2020-01-19 21:00:10,TrafficChiefNG,,0,1,1,,@maryosoomotoso @GidiTraffic @followlastma @tvcnewsng,#TrafficChief,1219001627811532800,https://twitter.com/TrafficChiefNG/status/1219001627811532800,[9:56PM] : Fire outbreak in Fagba and Ekoro Abule Egba
2020-01-19 21:00:09,TrafficChiefNG,,0,1,1,,@muzzolconsul @maryosoomotoso @GidiTraffic @followlastma @tvcnewsng,#TrafficChief,1219001624237989888,https://twitter.com/TrafficChiefNG/status/1219001624237989888,[9:58PM] : It?s not at Fagba....it?s at Ekoro area of Abule Egba
2020-01-19 20:45:11,TrafficChiefNG,,0,1,4,,@Toomiisiin @MaziIbe_ @Ibadanhowfar @AsiwajuLerry @anu_praise,#TrafficChief,1218997855899152384,https://twitter.com/TrafficChiefNG/status/1218997855899152384,[9:38PM] : Money exchanger urgently needed. Preferred location is Ibadan
2020-01-19 20:45:08,TrafficChiefNG,,0,2,1,,@Nigeriasceleb @instablog9ja,#TrafficChief,1218997844033462272,https://twitter.com/TrafficChiefNG/status/1218997844033462272,[9:41PM] : More from the fire scene at Abule Egba
2020-01-19 20:30:12,TrafficChiefNG,,1,5,4,,@akinmusi @Gidi_Traffic,#TrafficChief,1218994087023349761,https://twitter.com/TrafficChiefNG/status/1218994087023349761,[9:19PM] : Pipeline junction / Katangora axis/ Abule Egba is currently on fire . Hope it's not activi8of vandals?
2020-01-19 20:30:11,TrafficChiefNG,,0,5,3,,@olaitan_toyin @followlasg @lagostraffic961 @TVCconnect @Soundcity985FM @followlastma,#TrafficChief,1218994083462467584,https://twitter.com/TrafficChiefNG/status/1218994083462467584,[9:19PM] : Breaking Now: Pipeline Vandals at it's again . There is another Explosion now at Abule Egba
2020-01-19 20:30:11,TrafficChiefNG,,0,1,1,,@iam_anujoy @Peruzzi_VIBES @jidesanwoolu,#TrafficChief,1218994081293955072,https://twitter.com/TrafficChiefNG/status/1218994081293955072,[9:19PM] : Fire outbreak in abule egba oooo.
2020-01-19 20:30:10,TrafficChiefNG,,1,3,2,,@OdunugaBabatun6 @LAGOSGMT1 @TrafficChiefNG @Fedfireng @followlasg,#PIPELINE #TrafficChief,1218994077452005381,https://twitter.com/TrafficChiefNG/status/1218994077452005381,"[9:23PM] : EXPLOSION. Pipeline Exploded at Ile Epo Closer to Unity and Alhaji Church, Abule-Egba,Agbado Oke-Odo Area, Lagos.Lagos state fire service attention is highly needed."
2020-01-19 20:30:09,TrafficChiefNG,,0,4,3,,@esmeeibrahim @TrafficChiefNG @followlasg,#TrafficChief,1218994071336710144,https://twitter.com/TrafficChiefNG/status/1218994071336710144,[9:26PM] : ?? ? ??? pipeline is burning here at Agbado Oke Odo ile epo side
2020-01-19 20:15:11,TrafficChiefNG,,0,1,0,,@Qudus_SOH @followlasg @TheNationNews,#TrafficChief,1218990308483989505,https://twitter.com/TrafficChiefNG/status/1218990308483989505,[9:01PM] : Pipeline Fire Outbreak at Abule Egba
2020-01-19 20:15:11,TrafficChiefNG,,0,2,1,,@Emmanueldedeji,#TrafficChief,1218990304755212288,https://twitter.com/TrafficChiefNG/status/1218990304755212288,[9:02PM] : pipeline abule egba come to our rescue
2020-01-19 20:15:10,TrafficChiefNG,,0,0,0,,@OGOKAYODE @ILE @followlasg @segalink @MobilePunch,#TrafficChief,1218990300917456896,https://twitter.com/TrafficChiefNG/status/1218990300917456896,"[9:11PM] : Currently -EPO market around Iyana Ipaja Lagos Abeokuta express way, there is pipeline on fire, and the area is in disarray currently. I'm distant from the place so can't take pics."
2020-01-19 20:15:08,TrafficChiefNG,,0,4,4,,@eTUASE @TrafficChiefNG @AlimoshoOnline @Fedfireng @RaypowerNetwork @THEBEAT999FM @lasemasocial @PoliceNG @jidesanwoolu @FRSCNigeria,#TrafficChief #TrafficChief,1218990294235901952,https://twitter.com/TrafficChiefNG/status/1218990294235901952,[9:13PM] : Fire outbreak at Ile epo/Pipeline Abule egba in Alimosho LGA
2020-01-19 20:00:23,TrafficChiefNG,,0,4,3,,@natesyncsucex,#TrafficChief,1218986584067821569,https://twitter.com/TrafficChiefNG/status/1218986584067821569,[8:45PM] : Pipeline bursted and great inferno happening at Abule Egba right now. Passer-by should take note and great care...
2020-01-19 20:00:23,TrafficChiefNG,,0,4,2,,@SAnugom @PoliceNG @NNPCgroup @Omojuwa,#TrafficChief,1218986580016123904,https://twitter.com/TrafficChiefNG/status/1218986580016123904,[8:45PM] : Report reaching now that pipeline just bursted atm at abule egba / ile - epo area of Lagos State.
2020-01-19 20:00:22,TrafficChiefNG,,0,3,2,,@maryosoomotoso @GidiTraffic @tvcnewsng,#TrafficChief,1218986577449218048,https://twitter.com/TrafficChiefNG/status/1218986577449218048,"[8:47PM] : Breaking: Pipeline fire in Ekoro, Abule Egba, it is raging."
2020-01-19 20:00:20,TrafficChiefNG,,0,2,3,,@dharjeezy,#TrafficChief,1218986570092445696,https://twitter.com/TrafficChiefNG/status/1218986570092445696,[8:47PM] : Massive fire outage in Agege...
2020-01-19 20:00:19,TrafficChiefNG,,0,5,2,,@DECLEX @followlasg @lasemasocial @AlimoshoOnline,#TrafficChief,1218986564048416770,https://twitter.com/TrafficChiefNG/status/1218986564048416770,"[8:49PM] : Okeodo pipeline(agbado Oke odo LCDA, Alimosho) is one fire. Lord have mercy. CC"
2020-01-19 20:00:16,TrafficChiefNG,,0,2,1,,@tv_glitter @MOjogbon @BBCWorld @linkOGUN @raufaregbesola @buharimeter @MBuhari @TrafficChiefNG @FMICNigeria,#GlitterFeed #TrafficChief,1218986551285125120,https://twitter.com/TrafficChiefNG/status/1218986551285125120,"[8:51PM] : [8:43PM] VIA : Petrol explosion at Abule Egba, Lagos State"
2020-01-19 20:00:12,TrafficChiefNG,,0,1,1,,@QSabdulafeez @Fedfireng @followlastma @followlasg @Mr_JAGs,#TrafficChief,1218986535841746944,https://twitter.com/TrafficChiefNG/status/1218986535841746944,[8:58PM] : Ongoing now.. Fire outburst at ilepo area around orile Agege Lagos.
2020-01-19 20:00:11,TrafficChiefNG,,0,3,1,,@Sahmorahno @TrafficChiefNG @Brilafm889,#TrafficChief,1218986533555818497,https://twitter.com/TrafficChiefNG/status/1218986533555818497,[8:58PM] : Attention!!! Petrol (pipeline) just burst at abule egba/ ile epo....anyone coming to dis side should find alternate route.
2020-01-19 20:00:10,TrafficChiefNG,,2,6,2,,@DougyStunner,#TrafficChief,1218986526014464000,https://twitter.com/TrafficChiefNG/status/1218986526014464000,[8:59PM] : there's pipeline explosion at Ekoro Abule Egba. Please RT
2020-01-19 19:45:11,TrafficChiefNG,,2,9,5,,@Hadeyparty,#TrafficChief,1218982755867844608,https://twitter.com/TrafficChiefNG/status/1218982755867844608,[8:39PM] : happening right now at abule egba axis.. another pipeline burst led to massive fire .. cc lagos state emergency services
2020-01-19 19:45:09,TrafficChiefNG,,1,1,0,,@gidifeedtv,#anthonyfjoshua #TrafficChief,1218982749622521856,https://twitter.com/TrafficChiefNG/status/1218982749622521856,"[8:41PM] : I find this picture &amp; 's behaviour utterly repulsive and disgusting - Femi Fani-Kayode reacts to photo of Anthony Joshua prostrating for President Buhari , swipe for more reactions by Nigerians cc"
2020-01-19 19:45:07,TrafficChiefNG,,1,7,3,,@MOjogbon @BBCWorld @linkOGUN @raufaregbesola @buharimeter @MBuhari @TrafficChiefNG @FMICNigeria,#TrafficChief,1218982742106394625,https://twitter.com/TrafficChiefNG/status/1218982742106394625,"[8:43PM] : Petrol explosion at Abule Egba, Lagos State"
2020-01-19 19:15:09,TrafficChiefNG,,0,0,0,,@AWhitehope @TrafficChiefNG @dr_king_solomon @TOTALNigeria @pmnewsnigeria @TheNationNews @Omojuwa @cenbank @lasgcopa @CPCLagos @Total @TOTALNigeria,#TrafficChief,1218975199531433987,https://twitter.com/TrafficChiefNG/status/1218975199531433987,"[8:10PM] : Same goes for the outlet on HM-Way by spencer bus-stop, Yaba. please this has to stop."
2020-01-19 19:15:08,TrafficChiefNG,,0,0,2,,@Kunlele3 @Phemmyyede @LCCTollRoad @jidesanwoolu @dr_oladeinde @drobafemihamzat @TrafficChiefNG,#TrafficChief,1218975195735584769,https://twitter.com/TrafficChiefNG/status/1218975195735584769,"[8:13PM] : Thanks Yede. However, it won?t address thousands of car owners who don?t live on the Lekki axis and would require vouchers whenever to want to ply that route."
2020-01-19 19:15:08,TrafficChiefNG,,1,0,0,,@honjaey @MTN180,#TrafficChief,1218975193382576128,https://twitter.com/TrafficChiefNG/status/1218975193382576128,"[8:14PM] : so has this Nigeria big reach na mtn uganda back up we dey use.. What happen to ur backups at ajah, phc etc"
2020-01-19 19:14:43,TrafficChiefNG,,0,0,1,,@mobilecooksng,,1218975088646795264,https://twitter.com/TrafficChiefNG/status/1218975088646795264,"Trying to figure out how you'll arrange Lunch for your Staff? Don't stress yourself, let handle it for you! Their experienced and vetted chefs can prepare tasty meals and deliver swiftly! Call/WhatsApp 08135523685 to learn more."
2020-01-19 19:10:10,TrafficChiefNG,,1,1,5,,@drivertiseng @gbolahan0123pic,#CarAds,1218973946441273345,https://twitter.com/TrafficChiefNG/status/1218973946441273345,"If you saw this Car in traffic wouldn't you turn your head to check out the content!? That's the ""attention grabbing"" nature of We think it's time to upgrade your outdoor marketing strategy! Call 08022498983"
2020-01-19 19:04:29,TrafficChiefNG,,0,1,2,,@BritPropertyng @britpropertynigerialtd @ihesiulobrightpic,,1218972513713246211,https://twitter.com/TrafficChiefNG/status/1218972513713246211,"***LAND FOR SALE *** Asset: SweetVilla Phase I Title: Gov. Excision Location: Tagbati, Ibeju-Lekki Price: ₦2.5m/400sqm, ₦3.5m/550sqm Agent: 08077789898, 07056529676 info.com"
2020-01-19 18:30:08,TrafficChiefNG,,0,0,0,,@Salexco_1 @Izuchuxy @mrmanodili,#TrafficChief,1218963868443013120,https://twitter.com/TrafficChiefNG/status/1218963868443013120,[7:20PM] : How best.... After dropping at Eko hotel roundabout... I will den trek to Oniru new market right?
2020-01-19 16:45:08,TrafficChiefNG,,0,1,1,,@adex0057 @9ja_property @propertygate @PropertyClubNG,#TrafficChief,1218937446286553088,https://twitter.com/TrafficChiefNG/status/1218937446286553088,"[5:31PM] : RENT REQUEST A room Self Contained within Surulere, Ikeja or Ojodu. DM for details and inspection. Ready to pay and move in."
2020-01-19 15:15:13,TrafficChiefNG,,2,0,2,,@emmaogb2002 @TrafficChiefNG,#TrafficChief,1218914815877382145,https://twitter.com/TrafficChiefNG/status/1218914815877382145,[4:04PM] : Plz can someone suggest fun/relaxation spots in Ojodu/Berger area
2020-01-19 15:15:10,TrafficChiefNG,,0,1,3,,@LCCTollRoad @Lekki_Traffic @TrafficChiefNG @jidesanwoolu,#eTag #cashlesspolicy #lekkitoll #TrafficChief,1218914805655826433,https://twitter.com/TrafficChiefNG/status/1218914805655826433,[4:10PM] : This road user got his eTag today without no stress at the LCC Logistics Centre at Lekki Roundabout.
2020-01-19 15:00:09,TrafficChiefNG,,0,0,0,,@ChukwudiEzendu1 @TrafficChiefNG @Gboladide,#TrafficChief,1218911027875610624,https://twitter.com/TrafficChiefNG/status/1218911027875610624,[3:54PM] : We have a lot of incompetent people in various offices. Lagos ibadan express is a big mess
2020-01-19 14:15:09,TrafficChiefNG,,2,0,1,,@Gboladide,#TrafficChief,1218899699190493184,https://twitter.com/TrafficChiefNG/status/1218899699190493184,[3:03PM] : Heavy traffic on the long bridge(inward Lagos) of the Lagos/Ibadan express now....3:02pm
2020-01-19 14:00:12,TrafficChiefNG,,0,0,0,,@oyindizzle,#TrafficChief,1218895939961671682,https://twitter.com/TrafficChiefNG/status/1218895939961671682,[2:53PM] : we are stuck on Lekki-Ikoyi bridge inbound Ikoyi. Wetin happen? ??
2020-01-19 13:45:10,TrafficChiefNG,,0,0,0,,@iconicENGR,#TrafficChief,1218892154451267584,https://twitter.com/TrafficChiefNG/status/1218892154451267584,"[2:42PM] : please, what is the situation from Ikeja enroute Adeniran Ogunsanya, Surulere"
2020-01-19 13:30:11,TrafficChiefNG,,0,0,1,,@olufemi_bells @IBEDC_NG @NERCNG,#TrafficChief,1218888385047101440,https://twitter.com/TrafficChiefNG/status/1218888385047101440,[2:22PM] : we demand an explanation for the epileptic power supply that we've been experiencing for the past 2 weeks in akobo Ibadan
2020-01-19 13:30:10,TrafficChiefNG,,0,0,1,,@DjmanymoreSamod @TrafficChiefNG @dr_king_solomon @TOTALNigeria @pmnewsnigeria @TheNationNews @Omojuwa @cenbank @lasgcopa @CPCLagos,#TrafficChief,1218888381154750466,https://twitter.com/TrafficChiefNG/status/1218888381154750466,[2:25PM] : Mrs fueling station alaka surulere branch does dat too
2020-01-19 13:30:09,TrafficChiefNG,,0,0,0,,@Stephen_Echefu,#PS4 #TrafficChief,1218888375416934401,https://twitter.com/TrafficChiefNG/status/1218888375416934401,"[2:27PM] : please who knows any fast Primsry &amp; Secondary DNS for . Basically for tweeps living around Lekki, Lagos ?"
2020-01-19 13:30:08,TrafficChiefNG,,2,0,3,,@adekolegan1 @Otunbakush1,#TrafficChief,1218888373223350272,https://twitter.com/TrafficChiefNG/status/1218888373223350272,"[2:28PM] : You can pay cash on lekki-ikoyi till, still passed there yesterday"
2020-01-19 13:00:10,TrafficChiefNG,,1,2,0,,@Gbewa1 @Lekki @LCCTollRoad @DM_General @lagostraffic961 @followlasg @Mr_JAGs,#ForAGreaterLagos #TrafficChief,1218880829423665152,https://twitter.com/TrafficChiefNG/status/1218880829423665152,[1:51PM] : Full Enforcement of Cashless Collection /Ikoyi Link Bridge Toll Plaza
2020-01-19 12:45:08,TrafficChiefNG,,0,1,1,,@Otunbakush1,#TrafficChief,1218877049772728320,https://twitter.com/TrafficChiefNG/status/1218877049772728320,"[1:38PM] : Since dey started that No Cash at d Toll Gate, I never reach that lekki area, but I'm going there today abeg what's d new process before we can pass toll gate ooo"
2020-01-19 12:45:08,TrafficChiefNG,,0,0,0,,@Oluwaefosa1001 @TrafficChiefNG,#TrafficChief,1218877047562358784,https://twitter.com/TrafficChiefNG/status/1218877047562358784,[1:39PM] : Orile - Mile 2 not good at all.
2020-01-19 12:15:08,TrafficChiefNG,,0,1,0,,@Austynzogs,#TrafficChief,1218869499681624069,https://twitter.com/TrafficChiefNG/status/1218869499681624069,[1:07PM] : 13h05: Lekki Phase 1 roundabout
2020-01-19 12:14:00,TrafficChiefNG,,0,0,0,,@mobilecooksng,,1218869212279644161,https://twitter.com/TrafficChiefNG/status/1218869212279644161,"No need to worry about how you're going to arrange Lunch for your Staff. Let handle it for you! Their experienced, vetted chefscan prepare scrumptious meals & ensure they're delivered swiftly! Call/WhatsApp 08135523685 or visit"
2020-01-19 12:05:39,TrafficChiefNG,,0,0,1,,@drivertiseng @gbolahan0123pic,#HouseofPhills #HouseofPhills,1218867113496137728,https://twitter.com/TrafficChiefNG/status/1218867113496137728,"is a retail store that deals in luxury clothing & lifestyle. They use for outdoor marketing because it's cost-effective, attention grabbing and reaches a wide audience! Be like , call 08022498983"
2020-01-19 11:53:36,TrafficChiefNG,,0,1,2,,@BritPropertyng @britproperty @ihesiulobright,#HappySunday #DidYouKnow #RealEstate #SundayThoughtspic,1218864077923135488,https://twitter.com/TrafficChiefNG/status/1218864077923135488,! that hosts Site Inspections on Wednesdays & Sundays. If you're free today why not join them & check out their investment opportunities. More info: 08077789898 info.ng
2020-01-19 11:45:08,TrafficChiefNG,,0,0,0,,@madejibo @TrafficChiefNG @dr_king_solomon @TOTALNigeria @pmnewsnigeria @TheNationNews @Omojuwa @cenbank @lasgcopa @CPCLagos,#TrafficChief,1218861949078753280,https://twitter.com/TrafficChiefNG/status/1218861949078753280,[12:43PM] : Also Petrocam opposite LBS Ajah and second roundabout Lekki phase 1
2020-01-19 11:30:41,TrafficChiefNG,LCCTollBot,0,1,0,,@LCCTollBot @LCCTollBot,#SundayMotivation #SundayThoughts #SundayVibes #Chatbothttps,1218858311283617792,https://twitter.com/TrafficChiefNG/status/1218858311283617792,The Lekki-Ikoyi Link Bridge Toll Gate has gone cashless! Need help using the Lekki-Ikoyi Toll Gate? Check out - A very helpful Twitter Chatbot. Just follow and send a DM! 
2020-01-19 11:30:08,TrafficChiefNG,,0,1,2,,@neemat_idera @eyinitemi @bustopsng @saphotoAcademy,#TrafficChief,1218858173748019200,https://twitter.com/TrafficChiefNG/status/1218858173748019200,"[12:21PM] : Anthony, Ikorodu Road, heading o Maryland."
2020-01-19 10:15:08,TrafficChiefNG,,0,0,2,,@alfredkio @Olamide_Dawson @TrafficChiefNG @IkejaElectric,#TrafficChief,1218839299900071945,https://twitter.com/TrafficChiefNG/status/1218839299900071945,"[11:08AM] : If indeed Ikeja Electric removed the faulty transformer, repaired and re-installed, they kudos to them. It is an improvement."
2020-01-19 09:30:09,TrafficChiefNG,,0,1,0,,@KUTONYOMI @LCCTollRoad @jidesanwoolu @dr_oladeinde @drobafemihamzat @TrafficChiefNG,#TrafficChief,1218827977347088384,https://twitter.com/TrafficChiefNG/status/1218827977347088384,"[10:20AM] : With the gross inefficiency on your part? If I stay in Abule Egba, I will have to drive to your office to reg? Why not outsource to banks? Yeye dey smell"
2020-01-19 09:15:06,TrafficChiefNG,,0,0,0,,@o_ajayi @berger,#TrafficChief,1218824189903175680,https://twitter.com/TrafficChiefNG/status/1218824189903175680,[10:09AM] : inward and outward Ibadan is 100klm/hour as at now. Safe trip.
2020-01-19 09:15:05,TrafficChiefNG,,0,0,0,,@o_ajayi @berger @followlastma @FRSCNigeria @PoliceNG,#TrafficChief,1218824187667607553,https://twitter.com/TrafficChiefNG/status/1218824187667607553,[10:11AM] : inward and outward Ibadan is 100klm/hour as at now. Safe trip
2020-01-19 08:15:06,TrafficChiefNG,,0,0,2,,@olunwachukwu @NigeriaGov @BRFashola,#TrafficChief,1218809091054686209,https://twitter.com/TrafficChiefNG/status/1218809091054686209,"[9:09AM] : Please can Julius Berger review their operations at Berger to Kara end of Lagos -ibd road, it is causing excruciating pain to road users in and out of Lagos. It is like war front and no clear time when the pain will end."
2020-01-19 07:45:06,TrafficChiefNG,,1,1,0,,@Gbewa1 @DM_General,#TrafficChief,1218801540552511494,https://twitter.com/TrafficChiefNG/status/1218801540552511494,[8:38AM] : Sanwo-Olu Appreciates Motorist on Lekki/Ikoyi Bridge Cashless Policy 
2020-01-19 07:15:06,TrafficChiefNG,,0,2,2,,@nelsweet_joe @TrafficChiefNG @dr_king_solomon @TOTALNigeria @pmnewsnigeria @TheNationNews @Omojuwa @cenbank @lasgcopa @CPCLagos,#TrafficChief,1218793991149248517,https://twitter.com/TrafficChiefNG/status/1218793991149248517,[8:12AM] : The MRS fuel station beside unilag demanded N50 for using POS yesterday from me too so Total is not alone on this
2020-01-19 07:00:07,TrafficChiefNG,,0,1,2,,@Austynzogs,#TrafficChief,1218790219719143425,https://twitter.com/TrafficChiefNG/status/1218790219719143425,"[7:50AM] : 07h48: Alfred Rewane Road, Sunday morning"
2020-01-19 06:45:06,TrafficChiefNG,,26,22,24,,@dr_king_solomon @TOTALNigeria @pmnewsnigeria @TheNationNews @Omojuwa @cenbank @lasgcopa @CPCLagos,#TrafficChief,1218786442484170753,https://twitter.com/TrafficChiefNG/status/1218786442484170753,"[7:30AM] : is the ONLY company demanding N50 POS charge in Nigeria. Had a fight with them at 195, Ikorodu Road, Onipanu B/S yesterday."
