0,1,2,3,4,5,6,7,8,9,10,11
2020-01-15 11:37:40,followlastma,,0,1,9,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevisionpic,#Dopemu #lastmareports,1217410517301633027,https://twitter.com/followlastma/status/1217410517301633027,[12.27pm] A brokendown flat body trailer loaded with iron rods havng mechanical problem at Dopemu UBridge inw IyanaIpaja. Owners working on it. Traffic still ok inw IyanaIpaja.
2020-01-15 10:23:35,followlastma,,0,0,0,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217391874538864643,https://twitter.com/followlastma/status/1217391874538864643,Movement on the RJ is now very much better. Only slow approaching the scene of the incident due to onlookers. Please be patient.
2020-01-15 10:23:33,followlastma,,2,2,3,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217391866791985153,https://twitter.com/followlastma/status/1217391866791985153,Both vehicles involved in the accident on IkoroduRd have now been totally evacuated. The main carriageway is now open for movement inw Fadeyi. Backlog is still extended beyond the Interchange.
2020-01-15 09:42:37,followlastma,,1,1,4,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217381562481827840,https://twitter.com/followlastma/status/1217381562481827840,"Currently, traffic movement is still busy from the Interchange down to Anthony for now. Movement beyond the incident all the way down to the Island is very GTG. Please be patient."
2020-01-15 09:39:35,followlastma,,1,1,5,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961,,1217380799533715456,https://twitter.com/followlastma/status/1217380799533715456,"Both vehicles have been lifted on their tyres and should be evacuated totally very soon. The road is now open for those coming from Fadeyi. The backlog, now at StadiumBridge, should be moving better soon."
2020-01-15 08:14:11,followlastma,May0waBabatunde,1,0,0,,,,1217359310185017344,https://twitter.com/followlastma/status/1217359310185017344,
2020-01-15 08:05:22,followlastma,,2,10,8,,,,1217357090894815232,https://twitter.com/followlastma/status/1217357090894815232,"LAGOS TACKLES OKADA, TRICYCLE MENACE The Lagos State Government has embarked on massive advocacy and enlightenment campaign to tackle the okada and tricycle menace. Please share with friends and family. "
2020-01-15 07:51:22,followlastma,,1,1,3,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961,,1217353568862265344,https://twitter.com/followlastma/status/1217353568862265344,Backlog of traffic is now at Barracks inw Fadeyi to Obanikoro. Alternative movement: From Ojuelegba through Yaba towards HerbertMacaulayWay to link the 3MB and continue your journey inw IyanaOworo and Alapere.
2020-01-15 07:49:59,followlastma,May0waBabatunde,1,0,2,,,,1217353219015311360,https://twitter.com/followlastma/status/1217353219015311360,"The LRU truck tried to lift the containerized truck earlier using a cable but was unable to do that, though it has lifted it a bit so it is suspended until the bigger tow truck arrives. This is why the tow truck is still there and the road still cordoned off."
2020-01-15 07:16:26,followlastma,,3,3,5,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevisionpic,,1217344775130689538,https://twitter.com/followlastma/status/1217344775130689538,This is the current situation at the scene of the accident. Recovery process is still on. Please be patient.
2020-01-15 07:10:50,followlastma,,0,0,0,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217343365173391365,https://twitter.com/followlastma/status/1217343365173391365,"Proceeding to Alagomeji is ok but approaching Sabo is a slow moving traffic. Movement inw StAgnes is ok. Moving to Yabatech, WAEC, Jibowu is ok."
2020-01-15 07:10:48,followlastma,,1,1,1,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217343358894596096,https://twitter.com/followlastma/status/1217343358894596096,RJ Iddo to Otto is ok but approaching Oyingbo market is gathering momentum. Proceeding to Adekunle jxn is ok. Movement inw Panti is a slow moving traffic.
2020-01-15 07:10:47,followlastma,,1,4,3,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,#Shomolu #AMTrafficUpdates,1217343354435854336,https://twitter.com/followlastma/status/1217343354435854336,"[7.55am] Jibowu to Yaba is ok. Proceeding to Alagomeji, Adekunle, PostOffice is ok but approaching ApapaRd jxn and Oyingbo is slightly busy. Movement inw Otto, Iddo is ok."
2020-01-15 07:05:14,followlastma,,0,0,0,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217341957040721920,https://twitter.com/followlastma/status/1217341957040721920,"BroadStr inw Apongbon UBridge is good. Apongbon UBridge inw EkoBridge, Costain is ok."
2020-01-15 07:05:13,followlastma,,1,1,0,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,#Apongbon #AMTrafficUpdates,1217341954746474496,https://twitter.com/followlastma/status/1217341954746474496,[7.44am] Costain inw EkoBridge is heavy. EkoBridge inw Ijora intersection is a slow moving traffic. Movement inw Apongbon to CMS is good.
2020-01-15 07:01:50,followlastma,,0,0,0,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217341102988107776,https://twitter.com/followlastma/status/1217341102988107776,ObaAkinjobi in/out is good. Ikeja UBridge inw ObaAkran is good. Ladipo inw PWD is OK. AdekunleFajuyi inw BankAnthonyWay is busy.
2020-01-15 07:01:49,followlastma,,1,3,2,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961,#Maryland #AMTrafficUpdates,1217341098860761088,https://twitter.com/followlastma/status/1217341098860761088,[7.39am] Anthony inw Maryland is ok. Maryland inw General hospital UBridge is good. Nitel inw Maryland is a slow moving traffic. GeneralHospital UBridge inw LocalAirport in/out is OK.
2020-01-15 06:56:19,followlastma,,0,1,0,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217339711708069888,https://twitter.com/followlastma/status/1217339711708069888,"From there to JakandeGate is a moving traffic. Proceeding to OkeAfa, Pako is ok."
2020-01-15 06:56:18,followlastma,,1,1,0,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217339708008812545,https://twitter.com/followlastma/status/1217339708008812545,"Proceeding to Hostel, IleEpo is ok but approaching IyanaEjigbo is slightly busy. Proceeding to NEPA is ok but approaching NNPC is slightly busy. Movement inw Fatgbems is ok."
2020-01-15 06:56:17,followlastma,,1,2,0,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,#Ikotun #Egbe #AMTrafficUpdates,1217339703709634560,https://twitter.com/followlastma/status/1217339703709634560,[7.35am] OldGarage to Ikotun r/a is slightly busy. Movement inw Ojuodo is busy. Moving to Synagogue is ok but approaching IleIwe is slightly busy.
2020-01-15 06:50:20,followlastma,,0,0,0,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217338208591192064,https://twitter.com/followlastma/status/1217338208591192064,"Pelewura inw PolicePost is good in/out. Oyebanji inw Idumagbo, Tom Jones is good."
2020-01-15 06:50:19,followlastma,,1,0,2,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217338205026111489,https://twitter.com/followlastma/status/1217338205026111489,Eyineyo inw Idumota enroute CarterBridge is good. TomJones inw Idumagbo Avenue is good. TomJones inw Oyebanji is good. Oyebanji inw Pelewura is a steady moving traffic.
2020-01-15 06:50:18,followlastma,,2,1,2,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,#Idumota #AMTrafficUpdates,1217338200869494791,https://twitter.com/followlastma/status/1217338200869494791,[7.28am] CarterBridge inw Idumota is good. Idumota inw Eyineyo is a steady moving traffic. Martins inw BroadStr is a slow moving traffic.
2020-01-15 06:45:07,followlastma,unlimitedLG,0,0,1,,,,1217336893140094976,https://twitter.com/followlastma/status/1217336893140094976,
2020-01-15 06:43:35,followlastma,,1,1,1,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217336511030611968,https://twitter.com/followlastma/status/1217336511030611968,"For those icoming from Ojota, the backlog is at the Interchange already merging with the heavy traffic from Mile12 axis. Traffic is also diverted into the service lane at Anthony."
2020-01-15 06:43:35,followlastma,,1,0,0,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217336509159870466,https://twitter.com/followlastma/status/1217336509159870466,"For those coming from Fadeyi, traffic is busy from Igbobi to Obanikoro where traffic is diverted into the service lane."
2020-01-15 06:43:35,followlastma,,1,0,0,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217336507289296896,https://twitter.com/followlastma/status/1217336507289296896,The main carriageway has been cordoned off both in and out IkoroduRd at the point of the incident to allow for evacuation. All traffic diverted to the service lane both ways.
2020-01-15 06:43:34,followlastma,,1,2,5,,@lasemasocial @rrslagos767 @lnsalagos @LAG_FireService,#IkoroduRd #lastmareports,1217336505175289857,https://twitter.com/followlastma/status/1217336505175289857,[7.40am] Overnight accident between a trailer loaded with container and another truck just before Obanikoro inw Fadeyi. and other emergency agencies are on ground.
2020-01-15 06:15:13,followlastma,LagosDriver,0,0,1,,,,1217329369401696257,https://twitter.com/followlastma/status/1217329369401696257,Thank you for the notification. We'll confirm.
2020-01-15 06:13:44,followlastma,,0,0,0,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217328996427468801,https://twitter.com/followlastma/status/1217328996427468801,"Oando inw CathedralChurch is a slow moving traffic due to traffic alternation. CMS Bookshop inw TinubuSquare, MartinsStr is ok."
2020-01-15 06:13:43,followlastma,,1,2,2,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,#Marina #AMTrafficUpdates,1217328993583738881,https://twitter.com/followlastma/status/1217328993583738881,"[7.07am] Onikan r/a inw TBS, GeneralHospital, CityHall is good. Nitel inw CMS bridge, UBA is good. UBA r/a inw Oando filling station is good."
2020-01-15 05:52:33,followlastma,,0,0,0,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217323667002216448,https://twitter.com/followlastma/status/1217323667002216448,FruitMkt is busy due to high traffic influx and pedestrians crossing. FruitMkt inw Tollgate and the Interchange is good.
2020-01-15 05:52:33,followlastma,,1,1,0,,@TrafficChiefNG @Gidi_Traffic @trafficbutter,,1217323665051787264,https://twitter.com/followlastma/status/1217323665051787264,Connecting Mile12 UBridge is slow Movement inw Ajelogo through Alapere axis to link the expressway is very good Ascending Mile12 Bridge inw Kosofe to IkosiRd jxn and FruitMkt is busy due to high traffic influx and pedestrians crossing.
2020-01-15 05:52:32,followlastma,,1,1,0,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,,1217323663269208065,https://twitter.com/followlastma/status/1217323663269208065,"Agric inw Ogolonto down to Odogun is very GTG. Odogun to Ajegunle is good. Steady to Thomas, slow to Irawo due to b/stop activities. Irawo to Mile12 is good (only slow at Adekunle speed bump)."
2020-01-15 05:52:32,followlastma,,1,2,1,,@TrafficChiefNG @Gidi_Traffic @trafficbutter @lagostraffic961 @lagostelevision,#IkoroduRd #AMTrafficUpdates,1217323661067202560,https://twitter.com/followlastma/status/1217323661067202560,"[6.46am] Sabo r/a inw MuniratAleje jxn to Ikorodu r/a is ok. Slow between Ikorodu r/a and the BRT Terminal, steady to Benson. Movement to Jumofak is good, slow to Agric."
2020-01-14 15:57:01,followlastma,,0,1,0,,@trafficbutter,,1217113398531457026,https://twitter.com/followlastma/status/1217113398531457026,Salolo inw adura and casso is gd Busy approachn kola inw moshalashi It’s gd inw alakuko-amje and ajegunle It’s busy approachn tollgate
2020-01-14 15:57:01,followlastma,,1,2,1,,@trafficbutter,,1217113396123967489,https://twitter.com/followlastma/status/1217113396123967489,"*abule egba inw pencinema is gd bt it’s busy from orile inw pencinema, RJ is gd bt gets busy from abattoir inw charity jnctn . Abule egba inw awori and uturn is gd Slw inw abule taylor bt gd inw General/ahmadiyya/obadeyi/ijaiye/meiran dwn to salolo is all gd"
2020-01-14 15:57:00,followlastma,,1,1,1,,@trafficbutter,,1217113394001653761,https://twitter.com/followlastma/status/1217113394001653761,"Gd inw iyana dopemu, slw at pako bstop Gd inw adealu-araromi It’s busy from GIG motors inw Iyana-Ipaja ubridge(bstop activities/pedestrian crossing at iyana ipaja ubridge) Iyana ipaja inw pleasure-ileepo-super-abule egba is gd"
2020-01-14 15:57:00,followlastma,,1,2,2,,@trafficbutter,#LASTMAREPORTS #,1217113391849967616,https://twitter.com/followlastma/status/1217113391849967616,04:56PM. #*LAGOS ABEOKUTA EXPRESSWAY * Ilezik inw sule jnctn is busy Connecting mongoro inw onilekere and cement is gd(narrow rds at cement slws mvmnt) Smooth inw dopemu ubridge (bstop activities ubridge)
2020-01-14 15:41:00,followlastma,,0,2,1,,@trafficbutter,,1217109367310503936,https://twitter.com/followlastma/status/1217109367310503936,Connecting ladipo-shogunle-PWD-airport bstop and airport ubridge is gd It gets busy inw National and ikj along It’s gd inw ajayi farm and ilezik RJ back to oshodi ubridge is smooth Oshodi back to empire is also gd aside various bstop activities
2020-01-14 15:40:53,followlastma,,1,1,0,,@trafficbutter,,1217109336012529665,https://twitter.com/followlastma/status/1217109336012529665,Gd inw challenge and busy approachn vono intsctn Onw Mvmnt to ilupeju is gd(alt delays at ilupeju intsctn) Ilupeju bypass is busy Gd inw cappa and busy inw oshodi ubridge(bstop activities) Gd inw bolade(bstop delays at bolade)
2020-01-14 15:40:44,followlastma,,1,4,3,,@trafficbutter,#LASTMAREPORTS #,1217109300256169984,https://twitter.com/followlastma/status/1217109300256169984,"04:40PM. #*AGEGE MOTOR ROAD* Mvmnt from empire inw moshalashi is slw bt it’s gd inw idioro It’s busy inw olosha, slw inw regina mundi and busy inw ojuwoye Onw Mvmnt to AP dwn to Olorunsogo is gd It’s busy approachn palm ave jnctn"
2020-01-14 06:52:47,followlastma,,0,2,1,,@trafficbutter,,1216976436701073408,https://twitter.com/followlastma/status/1216976436701073408,flag house -tbs water board-mr biggs -tantalizer -tinubu Martins junction -uba is good. CMS bridge connecting odunlami- cathedral church is busy. odunlami inward Campos mini stadium is good. igbosere -high court connecting king college-City Hall is good
2020-01-14 06:52:46,followlastma,,1,1,2,,@trafficbutter,#LASTMAREPORTS #Marina,1216976433744171008,https://twitter.com/followlastma/status/1216976433744171008,"07:”47AM. movement right from Uba down to oando -kakawa junction-cathedral church is busy,immediately after cathedral down to npa-nitel- state house is OK"
2020-01-14 06:46:48,followlastma,,0,1,0,,@trafficbutter,,1216974933043171328,https://twitter.com/followlastma/status/1216974933043171328,Onward movement to Jubilee Bridge is good. Return journey back to Abbatoir is good to go for now. Alternation is on at Jubilee Bridge.
2020-01-14 06:46:48,followlastma,,1,1,0,,@trafficbutter,,1216974930664919040,https://twitter.com/followlastma/status/1216974930664919040,Abule Tailor down to Obadeyi is good likewise down to Toll-Gate. Abbatoir road is good to go but slow while approaching Charity Intersection due to alternation.
2020-01-14 06:46:47,followlastma,,1,0,0,,@trafficbutter,,1216974926525145088,https://twitter.com/followlastma/status/1216974926525145088,"We have Moving traffic from Super inward Ile-Epo, Ile-Epo to Pleasure is good to go as at now. On the return journey, from Pleasure to Abule-Egba only slow between Super and Ile-Epo onward movement to Abule-Egba, Awori, U-Turn"
2020-01-14 06:46:46,followlastma,,1,0,0,,@trafficbutter,,1216974924302233600,https://twitter.com/followlastma/status/1216974924302233600,slow movement from ijaiye to Obadeyi. At Obadeyi there is a fallen mini truck in front of Key Stone Bank and recovery is on presently at this point. Movement after Obadeyi down to Abule-Egba is a good to Super.
2020-01-14 06:46:45,followlastma,,1,6,4,,@trafficbutter,#LASTMAREPORTS #,1216974920334348288,https://twitter.com/followlastma/status/1216974920334348288,"07:42AM #(Oke-Odo) Mvmnt from Toll-Gate to Ajegunle is a moving traffic for now, Amje, Alakuko and Moshalasi is a fast mvmnt to Kola but slw at Kola due to BStop activities same at AIT junction, Casso, Adura and Salolo is good up to Meran and Ijaye"
2020-01-14 06:42:16,followlastma,,0,1,0,,@trafficbutter,,1216973789441019906,https://twitter.com/followlastma/status/1216973789441019906,"While return journey is gud to go towards GRA. Oba Akran/ Kodesoh in an out is busy right now, but moving slowly.. Due to the morning rush. Ladipo bateye also movin well to connect Agege motor road."
2020-01-14 06:42:15,followlastma,,1,2,0,,@trafficbutter,,1216973787352174592,https://twitter.com/followlastma/status/1216973787352174592,Immediately after d bridge is gud to go towards local Airport. Return journey from local Airport to under bridge general hospital is gud to go... Upto Maryland also free. Oba Akinjobi to connect under bridge general hospital is on slow movement...
2020-01-14 06:42:15,followlastma,,2,2,1,,@trafficbutter,#LASTMAREPORTS #From,1216973784512630784,https://twitter.com/followlastma/status/1216973784512630784,07:39AM. Anthony to Maryland is moving well right now. From Maryland enroute Bank Anthony is gud to go up to Sheraton.. While from Sheraton to Custom we hav movin traffic to connect the bridge to local Air port.
